geneA	geneB	score	db	level
CYP3A5	UGT1A7	0.974	string	4
WASL	CDC42	0.999	string	4
WASL	WIPF2	0.999	string	4
WASL	ARPC1B	0.999	string	4
WASL	ACTR3	0.999	string	4
WASL	CTTN	0.999	string	4
IBSP	SPP1	0.991	string	4
IBSP	ITGAV	0.983	string	4
IBSP	BGLAP	0.971	string	4
IBSP	DMP1	0.969	string	4
IBSP	MMP2	0.936	string	4
GNB3	GNGT1	0.999	string	4
GNB3	GNG13	0.999	string	4
GNB3	GNG4	0.999	string	4
GNB3	GNGT2	0.999	string	4
GNB3	GNG2	0.999	string	4
ASF1A	UBN1	0.999	string	4
ASF1A	HIRA	0.999	string	4
ASF1A	H3-3B	0.999	string	4
ASF1A	H3C12	0.999	string	4
ASF1A	CABIN1	0.998	string	4
SPARC	BGLAP	0.991	string	4
SPARC	ALB	0.991	string	4
SPARC	SPP1	0.984	string	4
SPARC	FN1	0.969	string	4
SPARC	COL1A1	0.968	string	4
SKP1	FBXO22	0.999	string	4
SKP1	CUL7	0.999	string	4
SKP1	CDK2	0.999	string	4
SKP1	FBXL15	0.999	string	4
SKP1	FBXW8	0.999	string	4
GNB4	GNG4	0.999	string	4
GNB4	GNG13	0.999	string	4
GNB4	GNGT1	0.999	string	4
GNB4	GNG11	0.999	string	4
GNB4	GNG5	0.999	string	4
SYF2	PRPF19	0.999	string	4
SYF2	PLRG1	0.999	string	4
SYF2	EFTUD2	0.999	string	4
SYF2	CDC40	0.999	string	4
SYF2	CRNKL1	0.999	string	4
TREM1	TYROBP	0.999	string	4
TREM1	TREM2	0.987	string	4
TREM1	TREML1	0.972	string	4
TREM1	HMGB1	0.959	string	4
TREM1	TREML2	0.954	string	4
GOT2	MDH2	0.999	string	4
GOT2	KYAT3	0.986	string	4
GOT2	TAT	0.984	string	4
GOT2	GOT1	0.982	string	4
GOT2	SDHA	0.981	string	4
SUGP1	DHX15	0.999	string	4
SUGP1	U2AF2	0.997	string	4
SUGP1	RBM10	0.996	string	4
SUGP1	RBM17	0.996	string	4
SUGP1	SF1	0.907	string	4
YEATS4	KAT5	0.999	string	4
YEATS4	DMAP1	0.999	string	4
YEATS4	MORF4L1	0.999	string	4
YEATS4	RUVBL1	0.999	string	4
YEATS4	MEAF6	0.999	string	4
GNG13	GNB1	0.999	string	4
GNG13	GNAT3	0.982	string	4
GNG13	GNAL	0.98	string	4
GNGT1	GNB1	0.999	string	4
GNGT1	GNB2	0.998	string	4
GNGT1	GNAI1	0.984	string	4
GGT1	GGCT	0.968	string	4
GGT1	GSS	0.96	string	4
GGT1	GGT6	0.947	string	4
GGT1	ANPEP	0.946	string	4
GGT1	GCLC	0.944	string	4
SNRPA1	SNRPC	0.999	string	4
SNRPA1	DHX15	0.999	string	4
SNRPA1	SF3B2	0.999	string	4
SNRPA1	SNW1	0.999	string	4
SNRPA1	SF3B3	0.999	string	4
H3-3B	H4C7	0.999	string	4
H3-3B	WDR5	0.999	string	4
H3-3B	ATRX	0.999	string	4
H3-3B	DAXX	0.999	string	4
H3-3B	H2AC20	0.999	string	4
BRD8	EP400	0.999	string	4
BRD8	DMAP1	0.999	string	4
BRD8	MEAF6	0.998	string	4
BRD8	YEATS4	0.998	string	4
BRD8	TRRAP	0.998	string	4
TSHB	CGA	0.999	string	4
TSHB	TSHR	0.998	string	4
TSHB	FSHR	0.976	string	4
TSHB	LHCGR	0.954	string	4
TSHB	GNAS	0.947	string	4
CCL21	CXCL12	0.999	string	4
CCL21	ACKR4	0.999	string	4
CCL21	CXCR4	0.999	string	4
CCL21	CCR7	0.999	string	4
CCL21	CCL5	0.999	string	4
TLR2	TLR6	0.999	string	4
TLR2	TLR1	0.999	string	4
TLR2	TIRAP	0.999	string	4
TLR2	MYD88	0.999	string	4
TLR2	TLR4	0.999	string	4
BARD1	UIMC1	0.999	string	4
BARD1	RAD51	0.999	string	4
BARD1	RBBP8	0.999	string	4
BARD1	BRCA2	0.999	string	4
BARD1	MRE11	0.999	string	4
PPIG	CDC40	0.973	string	4
PPIG	CYP3A4	0.973	string	4
PPIG	SYF2	0.969	string	4
PPIG	SLU7	0.964	string	4
PPIG	CYP2B6	0.964	string	4
LRP6	WNT3A	0.999	string	4
LRP6	WNT1	0.999	string	4
LRP6	DKK1	0.999	string	4
LRP6	FZD4	0.999	string	4
LRP6	DKK4	0.999	string	4
PALB2	RAD51	0.999	string	4
PALB2	BRCA1	0.999	string	4
PALB2	RAD51C	0.999	string	4
PALB2	BRCA2	0.999	string	4
PALB2	BRIP1	0.998	string	4
USP14	PSMD1	0.999	string	4
USP14	PSMD14	0.999	string	4
USP14	PSMC1	0.999	string	4
USP14	PSMC6	0.999	string	4
USP14	PSMD7	0.999	string	4
ARG2	OAT	0.999	string	4
ARG2	OTC	0.993	string	4
ARG2	ODC1	0.987	string	4
ARG2	AZIN2	0.984	string	4
ARG2	ASL	0.975	string	4
PDGFRB	PDGFA	0.999	string	4
PDGFRB	PTPN11	0.999	string	4
PDGFRB	PDGFB	0.999	string	4
PDGFRB	PIK3R1	0.999	string	4
PDGFRB	PDGFD	0.999	string	4
GNB5	RGS11	0.999	string	4
GNB5	GNG7	0.999	string	4
GNB5	GNG2	0.999	string	4
GNB5	RGS9BP	0.999	string	4
GNB5	RGS6	0.999	string	4
PIK3C3	BECN1	0.999	string	4
PIK3C3	ULK1	0.999	string	4
PIK3C3	RAB5A	0.999	string	4
PIK3C3	BECN2	0.999	string	4
PIK3C3	UVRAG	0.999	string	4
KMT2C	DPY30	0.999	string	4
KMT2C	RBBP5	0.999	string	4
KMT2C	ASH2L	0.999	string	4
KMT2C	WDR5	0.999	string	4
KMT2C	PAXIP1	0.999	string	4
DHX8	SNW1	0.999	string	4
DHX8	CDC5L	0.999	string	4
DHX8	PRPF3	0.999	string	4
DHX8	CRNKL1	0.999	string	4
DHX8	CDC40	0.999	string	4
SRCAP	RUVBL2	0.999	string	4
SRCAP	ACTR6	0.999	string	4
SRCAP	RUVBL1	0.999	string	4
SRCAP	H2AZ1	0.998	string	4
SRCAP	VPS72	0.997	string	4
SETD1A	WDR5	0.999	string	4
SETD1A	HCFC1	0.999	string	4
SETD1A	RBBP5	0.999	string	4
SETD1A	ASH2L	0.999	string	4
SETD1A	DPY30	0.999	string	4
RPL8	RPL4	0.999	string	4
RPL8	RPS7	0.999	string	4
RPL8	RPS4X	0.999	string	4
RPL8	RPLP1	0.999	string	4
RPL8	RPS5	0.999	string	4
CCNE1	CDK4	0.999	string	4
CCNE1	CDK6	0.999	string	4
CCNE1	CDKN1A	0.999	string	4
CCNE1	CDK2	0.999	string	4
CCNE1	CDKN1B	0.999	string	4
GAB1	GRB2	0.999	string	4
GAB1	EGFR	0.999	string	4
GAB1	PTPN11	0.999	string	4
GAB1	SHC1	0.995	string	4
GAB1	CRKL	0.992	string	4
CD81	PTGFRN	0.999	string	4
CD81	IFITM1	0.999	string	4
CD81	CD19	0.999	string	4
CD81	CLDN1	0.998	string	4
CD81	CR2	0.998	string	4
TYRO3	GAS6	0.999	string	4
TYRO3	PROS1	0.999	string	4
CBL	MET	0.999	string	4
CBL	GRB2	0.999	string	4
CBL	RAPGEF1	0.999	string	4
CBL	SRC	0.999	string	4
CBL	ZAP70	0.999	string	4
CUL3	KLHL20	0.999	string	4
CUL3	RBX1	0.999	string	4
CUL3	KLHL13	0.999	string	4
CUL3	KEAP1	0.999	string	4
CUL3	SPOPL	0.999	string	4
STAT3	JAK1	0.999	string	4
STAT3	JAK2	0.999	string	4
STAT3	STAT1	0.999	string	4
STAT3	PIAS3	0.999	string	4
STAT3	SRC	0.999	string	4
DNMT3A	H3-3B	0.999	string	4
DNMT3A	EZH2	0.999	string	4
DNMT3A	H3C12	0.999	string	4
DNMT3A	H3C13	0.999	string	4
DNMT3A	DNMT1	0.999	string	4
SNRPF	CDC5L	0.999	string	4
SNRPF	RBM22	0.999	string	4
SNRPF	PRPF6	0.999	string	4
SNRPF	SNRPB	0.999	string	4
SNRPF	SNRPE	0.999	string	4
PXN	SRC	0.999	string	4
PXN	PTK2	0.999	string	4
PXN	TLN1	0.999	string	4
PXN	TLN2	0.999	string	4
PXN	GIT1	0.999	string	4
ERBB2	ERBB4	0.999	string	4
ERBB2	GRB7	0.999	string	4
ERBB2	NRG1	0.999	string	4
ERBB2	EGFR	0.999	string	4
ERBB2	ERBIN	0.999	string	4
CGN	TJP1	0.999	string	4
CGN	TJP2	0.999	string	4
CGN	TJP3	0.997	string	4
CGN	OCLN	0.995	string	4
CGN	ARHGEF2	0.994	string	4
EGFR	PTPN11	0.999	string	4
EGFR	HBEGF	0.999	string	4
EGFR	NRG1	0.999	string	4
EGFR	TGFA	0.999	string	4
NEIL2	KEAP1	0.999	string	4
NEIL2	NEIL1	0.997	string	4
NEIL2	XRCC1	0.993	string	4
NEIL2	OGG1	0.988	string	4
NEIL2	NTHL1	0.982	string	4
CYP2C18	CYP3A7	0.967	string	4
CYP2C18	ENSP00000480571	0.96	string	4
CYP2C18	CYP1A1	0.959	string	4
CYP2C18	CYP3A5	0.954	string	4
CYP2C18	CYP4A11	0.95	string	4
APPL1	ADIPOR1	0.999	string	4
APPL1	ADIPOR2	0.999	string	4
APPL1	RAB5A	0.999	string	4
APPL1	AKT1	0.993	string	4
APPL1	APPL2	0.989	string	4
NCR1	FCER1G	0.999	string	4
NCR1	CD247	0.999	string	4
NCR1	NCR2	0.995	string	4
NCR1	NCR3	0.992	string	4
NCR1	KLRK1	0.986	string	4
MERTK	PROS1	0.999	string	4
MERTK	GAS6	0.999	string	4
MERTK	TULP1	0.949	string	4
MERTK	LGALS3	0.918	string	4
CLDN1	TJP1	0.999	string	4
CLDN1	OCLN	0.999	string	4
CLDN1	TJP2	0.999	string	4
CLDN1	TJP3	0.996	string	4
ANKRA2	LRP2	0.997	string	4
ANKRA2	HDAC4	0.995	string	4
ANKRA2	CCDC8	0.98	string	4
ANKRA2	RFX7	0.973	string	4
CFL2	LIMK1	0.998	string	4
CFL2	WASL	0.997	string	4
CFL2	ACTB	0.996	string	4
CFL2	ACTG1	0.996	string	4
CFL2	CTTN	0.996	string	4
AMN	CUBN	0.999	string	4
AMN	LRP2	0.998	string	4
AMN	CBLIF	0.947	string	4
HSP90B1	DNAJB11	0.999	string	4
HSP90B1	HYOU1	0.999	string	4
HSP90B1	CALR	0.999	string	4
HSP90B1	HSPA5	0.999	string	4
HSP90B1	PDIA4	0.998	string	4
AXL	GAS6	0.999	string	4
AXL	PROS1	0.997	string	4
AXL	SRC	0.983	string	4
AXL	SHC1	0.957	string	4
AXL	PLCG1	0.937	string	4
SRRM2	EFTUD2	0.999	string	4
SRRM2	CWC22	0.999	string	4
SRRM2	PRPF8	0.999	string	4
SRRM2	SRRM1	0.999	string	4
SRRM2	CDC5L	0.999	string	4
UGT1A6	UGT1A9	0.998	string	4
UGT1A6	UGT1A3	0.998	string	4
UGT1A6	UGT1A1	0.998	string	4
UGT1A6	UGT1A8	0.997	string	4
UGT1A6	UGT1A4	0.995	string	4
H2AC8	H4C6	0.999	string	4
H2AC8	H2BC21	0.998	string	4
H2AC8	H3C12	0.998	string	4
H2AC8	H2BC11	0.997	string	4
H2AC8	H4C8	0.996	string	4
UGT2B7	CYP3A4	0.998	string	4
UGT2B7	CYP2D6	0.979	string	4
UGT2B7	CYP3A5	0.974	string	4
UGT2B7	CYP2A6	0.973	string	4
UGT2B7	SLC35A2	0.967	string	4
UGT1A1	UGT1A3	0.998	string	4
UGT1A1	UGT1A9	0.998	string	4
UGT1A1	UGT1A8	0.996	string	4
UGT1A1	UGT1A10	0.995	string	4
IRS1	PIK3R1	0.999	string	4
IRS1	INSR	0.999	string	4
IRS1	PTPN11	0.999	string	4
IRS1	INS	0.999	string	4
IRS1	GRB2	0.999	string	4
GNB2	GNG5	0.999	string	4
GNB2	GNG3	0.999	string	4
GNB2	GNG4	0.999	string	4
GNB2	GNGT2	0.999	string	4
GNB2	GNG7	0.999	string	4
FGB	FGA	0.999	string	4
FGB	FGG	0.999	string	4
FGB	F2	0.999	string	4
FGB	SERPINC1	0.954	string	4
FGB	ITGB3	0.952	string	4
GPRC6A	BGLAP	0.974	string	4
GPRC6A	CASR	0.957	string	4
GPRC6A	PLCB2	0.912	string	4
GPRC6A	PLCB3	0.91	string	4
GPRC6A	PLCB1	0.9	string	4
HCFC1	OGT	0.999	string	4
HCFC1	ASH2L	0.999	string	4
HCFC1	RBBP5	0.999	string	4
HCFC1	WDR5	0.999	string	4
RIN1	ABL1	0.997	string	4
RIN1	HRAS	0.993	string	4
RIN1	RAB5A	0.988	string	4
RIN1	ABL2	0.984	string	4
RIN1	RRAS2	0.981	string	4
CD200R1	CD200	0.999	string	4
CD200R1	CD47	0.99	string	4
CD200R1	CX3CL1	0.971	string	4
CD200R1	DOK2	0.946	string	4
CD200R1	CD22	0.935	string	4
CYP4A11	CYP1A2	0.972	string	4
CYP4A11	CYP2A6	0.97	string	4
CYP4A11	CYP2B6	0.966	string	4
CYP4A11	CYP2C8	0.966	string	4
CYP4A11	CYP2E1	0.964	string	4
GNAI2	GNB1	0.999	string	4
GNAI2	ADORA1	0.994	string	4
GNAI2	CNR1	0.993	string	4
GNAI2	GNAI3	0.992	string	4
GNAI2	DRD2	0.985	string	4
CLU	APOE	0.999	string	4
CLU	APOA1	0.998	string	4
CLU	APP	0.998	string	4
CLU	PON1	0.996	string	4
CLU	LRP2	0.994	string	4
CD209	ICAM2	0.999	string	4
CD209	ITIH4	0.998	string	4
CD209	CLEC4M	0.996	string	4
CD209	LSP1	0.991	string	4
SCD5	ITIH4	0.997	string	4
SCD5	ELOVL6	0.968	string	4
SCD5	SCD	0.94	string	4
SCD5	HSD17B12	0.932	string	4
SCD5	HACD3	0.92	string	4
EEA1	RAB5A	0.999	string	4
EEA1	RAB5C	0.988	string	4
EEA1	RABGEF1	0.985	string	4
EEA1	RABEP1	0.983	string	4
EEA1	PIK3C3	0.967	string	4
SF3B2	SF3A1	0.999	string	4
SF3B2	PRPF8	0.999	string	4
SF3B2	SF3A2	0.999	string	4
SF3B2	SNRPG	0.999	string	4
CXCR2	CXCL8	0.999	string	4
CXCR2	CXCL1	0.999	string	4
CXCR2	CXCL3	0.999	string	4
CXCR2	PPBP	0.999	string	4
CXCR2	CXCL5	0.999	string	4
SH3GL3	HTT	0.979	string	4
SH3GL3	ARC	0.976	string	4
SH3GL3	DNM2	0.962	string	4
SH3GL3	SYNJ1	0.949	string	4
SH3GL3	SH3GL1	0.931	string	4
ING3	KAT5	0.999	string	4
ING3	MORF4L1	0.999	string	4
ING3	MEAF6	0.998	string	4
ING3	DMAP1	0.998	string	4
ING3	TRRAP	0.998	string	4
CALR	TAPBP	0.999	string	4
CALR	B2M	0.999	string	4
CALR	PDIA3	0.999	string	4
CALR	CANX	0.999	string	4
LPA	APOB	0.999	string	4
LPA	APOA2	0.977	string	4
LPA	APOA1	0.976	string	4
LPA	APOE	0.971	string	4
LPA	APOC3	0.957	string	4
KDM5D	DDX3Y	0.999	string	4
KDM5D	EIF1AY	0.999	string	4
KDM5D	RPS4Y1	0.999	string	4
KDM5D	USP9Y	0.999	string	4
KDM5D	UTY	0.999	string	4
A2M	APOA1	0.998	string	4
A2M	LRP1	0.998	string	4
A2M	HP	0.997	string	4
A2M	KLK4	0.993	string	4
A2M	IL1B	0.984	string	4
PRPF31	PRPF6	0.999	string	4
PRPF31	SNRPE	0.999	string	4
PRPF31	SART1	0.999	string	4
PRPF31	PPIH	0.999	string	4
PRPF31	PRPF4	0.999	string	4
CYP2B6	CYP3A5	0.97	string	4
CYP2B6	CYP3A7	0.967	string	4
CYP2B6	CYP1A2	0.963	string	4
CUL1	FBXL17	0.999	string	4
CUL1	DCUN1D1	0.999	string	4
CUL1	FBXW7	0.999	string	4
CUL1	RBX1	0.999	string	4
CUL1	FBXW11	0.999	string	4
MAF	FOS	0.998	string	4
MAF	NFE2L2	0.998	string	4
MAF	JUN	0.993	string	4
MAF	BACH2	0.993	string	4
MAF	NFE2	0.986	string	4
TPO	TSHR	0.971	string	4
TPO	TYR	0.946	string	4
TPO	SLC5A5	0.94	string	4
TPO	TH	0.924	string	4
PHF12	MORF4L1	0.999	string	4
PHF12	SIN3A	0.998	string	4
PHF12	SIN3B	0.996	string	4
PHF12	HDAC1	0.987	string	4
PHF12	HDAC2	0.985	string	4
CD8B	CD8A	0.999	string	4
CD8B	CD3D	0.992	string	4
CD8B	CD3E	0.99	string	4
CD8B	CD3G	0.988	string	4
CD8B	CD4	0.98	string	4
H2AC20	H4C6	0.999	string	4
H2AC20	H3-4	0.999	string	4
H2AC20	H3C12	0.999	string	4
H2AC20	H3C13	0.999	string	4
PMCH	MCHR2	0.999	string	4
PMCH	MCHR1	0.999	string	4
PMCH	HCRT	0.996	string	4
PMCH	NPY	0.949	string	4
PMCH	POMC	0.931	string	4
F3	F10	0.999	string	4
F3	TFPI	0.999	string	4
F3	F7	0.999	string	4
F3	F2	0.996	string	4
F3	F9	0.994	string	4
HSP90AA1	STUB1	0.999	string	4
HSP90AA1	HDAC6	0.999	string	4
HSP90AA1	AR	0.999	string	4
HSP90AA1	NOS3	0.999	string	4
HSP90AA1	TOMM70	0.999	string	4
CBX3	H3-5	0.999	string	4
CBX3	H3-3B	0.999	string	4
CBX3	H3-4	0.999	string	4
CBX3	H3-2	0.999	string	4
CBX3	EHMT2	0.999	string	4
FGG	FGA	0.999	string	4
FGG	F2	0.999	string	4
FGG	ITGB3	0.98	string	4
FGG	AHSG	0.97	string	4
ASH2L	KMT2A	0.999	string	4
ASH2L	CXXC1	0.999	string	4
ASH2L	WDR82	0.999	string	4
ASH2L	WDR5	0.999	string	4
ASH2L	PAXIP1	0.999	string	4
SFN	TP53	0.999	string	4
SFN	MDM2	0.989	string	4
SFN	ESR1	0.984	string	4
SFN	FOXO1	0.984	string	4
SFN	MDM4	0.977	string	4
MAFK	NFE2L2	0.995	string	4
MAFK	BACH1	0.989	string	4
MAFK	NFE2	0.988	string	4
MAFK	BACH2	0.98	string	4
MAFK	MAFG	0.975	string	4
FN1	ITGB3	0.999	string	4
FN1	ITGAV	0.999	string	4
FN1	VTN	0.999	string	4
FN1	SDC1	0.999	string	4
FN1	ITGB1	0.999	string	4
OCLN	CLDN5	0.999	string	4
OCLN	TJP2	0.999	string	4
OCLN	TJP1	0.999	string	4
OCLN	CLDN7	0.999	string	4
SYNJ2	SH3GL2	0.979	string	4
SYNJ2	AMPH	0.953	string	4
SYNJ2	INPP4A	0.942	string	4
SYNJ2	PIP5K1C	0.937	string	4
ITGAL	ICAM2	0.999	string	4
ITGAL	ITGB2	0.999	string	4
ITGAL	ICAM1	0.999	string	4
ITGAL	ICAM5	0.996	string	4
MAFG	NFE2L2	0.999	string	4
MAFG	NFE2L1	0.998	string	4
MAFG	NFE2	0.998	string	4
MAFG	BACH2	0.981	string	4
COPS5	COPS6	0.999	string	4
COPS5	COPS7A	0.999	string	4
COPS5	COPS2	0.999	string	4
COPS5	COPS3	0.999	string	4
COPS5	GPS1	0.999	string	4
CX3CR1	CX3CL1	0.999	string	4
CX3CR1	CCL2	0.998	string	4
CX3CR1	CCL5	0.993	string	4
CX3CR1	CXCL12	0.99	string	4
CX3CR1	CCL26	0.988	string	4
XAB2	RBM22	0.999	string	4
XAB2	CDC5L	0.999	string	4
XAB2	YJU2	0.999	string	4
XAB2	PPIE	0.999	string	4
KIRREL1	NPHS2	0.999	string	4
KIRREL1	NPHS1	0.999	string	4
KIRREL1	CD2AP	0.995	string	4
KIRREL1	TJP1	0.994	string	4
KIRREL1	FAT1	0.921	string	4
F8	VWF	0.999	string	4
F8	F10	0.997	string	4
F8	F9	0.997	string	4
F8	F2	0.985	string	4
F8	FN1	0.975	string	4
EIF1AY	RPS4Y1	0.999	string	4
EIF1AY	USP9Y	0.999	string	4
EIF1AY	DDX3Y	0.999	string	4
EIF1AY	EIF1	0.987	string	4
CD247	FCGR3A	0.999	string	4
CD247	CD3D	0.999	string	4
CD247	CD3E	0.999	string	4
CD247	ZAP70	0.999	string	4
PCDH11Y	PRKY	0.942	string	4
PCDH11Y	AMELY	0.941	string	4
PCDH11Y	TBL1Y	0.924	string	4
PCDH11Y	TSPY1	0.924	string	4
PCDH11Y	AMELX	0.912	string	4
H3-4	H4C7	0.999	string	4
H3-4	WDR5	0.999	string	4
H3-4	H4C6	0.999	string	4
H3-4	CBX5	0.999	string	4
THBS2	CD36	0.995	string	4
THBS2	CD47	0.978	string	4
THBS2	MMP9	0.968	string	4
THBS2	SCARB2	0.956	string	4
THBS2	SDC4	0.952	string	4
PRKN	SNCAIP	0.999	string	4
PRKN	SNCA	0.999	string	4
PRKN	UBE2L3	0.999	string	4
PRKN	PARK7	0.999	string	4
PRKN	PINK1	0.999	string	4
NPHS2	NPHS1	0.999	string	4
NPHS2	CD2AP	0.999	string	4
NPHS2	TRPC6	0.998	string	4
NPHS2	TJP1	0.987	string	4
SERPINC1	F2	0.999	string	4
SERPINC1	F9	0.999	string	4
SERPINC1	F10	0.998	string	4
SERPINC1	PLG	0.992	string	4
SERPINC1	FGA	0.98	string	4
F5	F2	0.999	string	4
F5	F10	0.995	string	4
F5	PROS1	0.972	string	4
F5	PROC	0.94	string	4
FCGR3A	FCER1G	0.999	string	4
FCGR3A	CD19	0.997	string	4
FCGR3A	NCAM1	0.991	string	4
FCGR3A	TNFRSF8	0.99	string	4
ACKR1	CXCL8	0.999	string	4
ACKR1	TNFRSF14	0.998	string	4
ACKR1	NECTIN1	0.994	string	4
ACKR1	CCL2	0.994	string	4
ACKR1	CCL5	0.993	string	4
PSMD4	PSMD13	0.999	string	4
PSMD4	PSMD5	0.999	string	4
PSMD4	PSMA6	0.999	string	4
PSMD4	RPS27A	0.999	string	4
PSMD4	PSMD12	0.999	string	4
H2BC21	H3-3B	0.999	string	4
H2BC21	H3-4	0.999	string	4
H2BC21	H3C13	0.999	string	4
H2BC21	H3C12	0.999	string	4
H2BC21	H4C6	0.999	string	4
H2AC18	H3-4	0.999	string	4
H2AC18	H3-3B	0.999	string	4
H2AC18	H4C7	0.999	string	4
H2AC18	H3C13	0.999	string	4
H2AC18	H3C12	0.999	string	4
CD2	CD58	0.999	string	4
CD2	CD48	0.998	string	4
CD2	CD8A	0.998	string	4
CD2	CD4	0.996	string	4
CD2	CD5	0.994	string	4
BCAS2	PLRG1	0.999	string	4
BCAS2	PRPF19	0.999	string	4
BCAS2	CDC40	0.999	string	4
BCAS2	EFTUD2	0.999	string	4
BCAS2	SNRNP40	0.999	string	4
CYP2J2	EPHX2	0.981	string	4
CYP2J2	CYP4F3	0.97	string	4
CYP2J2	CYP4A11	0.954	string	4
CYP2J2	CYP4F2	0.951	string	4
CYP2J2	CYP3A4	0.951	string	4
JUN	MAPK9	0.999	string	4
JUN	FOS	0.999	string	4
JUN	MAPK8	0.999	string	4
JUN	FOSB	0.999	string	4
JUN	FOSL2	0.999	string	4
RUNX2	CBFB	0.999	string	4
RUNX2	HDAC4	0.997	string	4
RUNX2	BGLAP	0.996	string	4
RUNX2	MSX2	0.995	string	4
RUNX2	DLX5	0.99	string	4
EPS15	EPN2	0.999	string	4
EPS15	FCHO1	0.999	string	4
EPS15	STON2	0.999	string	4
EPS15	EPN3	0.999	string	4
EPS15	EPN1	0.998	string	4
DMAP1	TRRAP	0.999	string	4
DMAP1	EPC1	0.999	string	4
DMAP1	KAT5	0.999	string	4
DMAP1	VPS72	0.999	string	4
MMP9	TIMP1	0.999	string	4
MMP9	CD44	0.998	string	4
MMP9	TIMP2	0.998	string	4
MMP9	LCN2	0.998	string	4
MMP9	THBS1	0.997	string	4
MEAF6	EPC1	0.999	string	4
MEAF6	TRRAP	0.999	string	4
MEAF6	ING4	0.999	string	4
MEAF6	DMAP1	0.999	string	4
UGT1A8	UGT1A3	0.997	string	4
UGT1A8	UGT1A9	0.997	string	4
UGT1A8	UGT1A10	0.995	string	4
RBBP4	RBBP7	0.999	string	4
RBBP4	SIN3A	0.999	string	4
RBBP4	SAP30	0.999	string	4
RBBP4	EED	0.999	string	4
RBBP4	CHD3	0.999	string	4
HDAC1	SAP30	0.999	string	4
HDAC1	RBBP7	0.999	string	4
HDAC1	RBBP4	0.999	string	4
HDAC1	SIN3A	0.999	string	4
HDAC1	MBD2	0.999	string	4
SRC	SHC1	0.999	string	4
SRC	ESR1	0.999	string	4
SRC	SYK	0.999	string	4
SRC	BCAR1	0.999	string	4
SRC	CAV1	0.999	string	4
RPL10A	RPL4	0.999	string	4
RPL10A	RPS7	0.999	string	4
RPL10A	RPLP1	0.999	string	4
RPL10A	RPS5	0.999	string	4
RPL10A	RPS28	0.999	string	4
TLR4	HMGB1	0.999	string	4
TLR4	TICAM2	0.999	string	4
TLR4	MYD88	0.999	string	4
TLR4	LY96	0.999	string	4
TLR4	TICAM1	0.999	string	4
PRPF4	SNRPE	0.999	string	4
PRPF4	PRPF6	0.999	string	4
PRPF4	SART1	0.999	string	4
PRPF4	SNRNP200	0.999	string	4
HLA-DRB5	HLA-DRA	0.999	string	4
HLA-DRB5	CD74	0.986	string	4
HLA-DRB5	HLA-DRB1	0.955	string	4
HLA-DRB5	CD4	0.945	string	4
HLA-DRB5	CD247	0.945	string	4
F7	TFPI	0.995	string	4
F7	F10	0.988	string	4
F7	F9	0.984	string	4
F7	F8	0.969	string	4
SYK	CLEC7A	0.999	string	4
SYK	LCP2	0.999	string	4
SYK	TYROBP	0.999	string	4
SYK	VAV1	0.999	string	4
SYK	LYN	0.999	string	4
AGMAT	AZIN2	0.991	string	4
AGMAT	SRM	0.987	string	4
AGMAT	ODC1	0.987	string	4
AGMAT	SAT1	0.95	string	4
AGMAT	AOC1	0.943	string	4
HLA-C	KIR2DL3	0.999	string	4
HLA-C	B2M	0.999	string	4
HLA-C	KIR2DL1	0.999	string	4
HLA-C	KLRD1	0.998	string	4
HLA-C	HLA-A	0.998	string	4
MDC1	ATM	0.999	string	4
MDC1	H2AX	0.999	string	4
MDC1	BRCA1	0.999	string	4
MDC1	RNF8	0.999	string	4
MDC1	TP53BP1	0.999	string	4
HLA-E	B2M	0.999	string	4
HLA-E	KLRC1	0.999	string	4
HLA-E	CD8A	0.999	string	4
HLA-E	KLRC2	0.999	string	4
HLA-E	KLRD1	0.999	string	4
WAS	ACTR2	0.999	string	4
WAS	WIPF1	0.999	string	4
WAS	NCK1	0.999	string	4
WAS	HCLS1	0.999	string	4
WAS	CDC42	0.999	string	4
SRM	ODC1	0.999	string	4
SRM	MTAP	0.985	string	4
SRM	SAT1	0.972	string	4
SRM	SMS	0.971	string	4
CUBN	CBLIF	0.999	string	4
CUBN	LRP2	0.999	string	4
CUBN	GC	0.997	string	4
CUBN	ALB	0.992	string	4
RAD50	BRCA1	0.999	string	4
RAD50	MRE11	0.999	string	4
RAD50	NBN	0.999	string	4
RAD50	RBBP8	0.999	string	4
RAD50	BARD1	0.997	string	4
NPHS1	CD2AP	0.999	string	4
NPHS1	NCK1	0.997	string	4
NPHS1	KIRREL3	0.996	string	4
BRCA2	SEM1	0.999	string	4
BRCA2	RAD51	0.999	string	4
BRCA2	FANCD2	0.999	string	4
TAF9	TAF4	0.999	string	4
TAF9	SUPT3H	0.999	string	4
TAF9	TADA1	0.999	string	4
TAF9	TBP	0.999	string	4
TAF9	TAF5	0.999	string	4
KLRC2	TYROBP	0.999	string	4
KLRC2	KLRC3	0.999	string	4
KLRC2	KLRD1	0.999	string	4
KLRC2	KIR2DL1	0.987	string	4
CLEC6A	FCER1G	0.999	string	4
CLEC6A	CLEC4D	0.97	string	4
CLEC6A	SYK	0.954	string	4
CLEC6A	CARD9	0.922	string	4
CLEC6A	CBLB	0.9	string	4
RBMY1A1	TSPY1	0.907	string	4
