snp	trait	gene	eqtl_type	chromq	posq	rsidq	chromt	post	rsidt	corr	dprime
rs3129887	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs3129887	A body shape index	HLA-DRB5	spatial	6	32412808	rs1041885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32412591	rs1051336	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32412565	rs1131541	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32411375	rs2239805	6	32410690	rs3129887	0.97638	1.0
rs3129887	A body shape index	HLA-DRB5	spatial	6	32411306	rs2239806	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32410209	rs3129884	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32410214	rs3129885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial			rs3129887			rs3129887	1.0	1.0
rs3129887	A body shape index	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	A body shape index	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	A body shape index	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	A body shape index	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	A body shape index	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32412808	rs1041885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32412591	rs1051336	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32412565	rs1131541	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32411375	rs2239805	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32411306	rs2239806	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32410209	rs3129884	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32410214	rs3129885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial			rs3129887			rs3129887	1.0	1.0
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	Waist-hip index	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32412808	rs1041885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32412591	rs1051336	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32412565	rs1131541	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32411375	rs2239805	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32411306	rs2239806	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32410209	rs3129884	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32410214	rs3129885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial			rs3129887			rs3129887	1.0	1.0
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for secale cereale (rye) peptide (twist_23370)	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32412808	rs1041885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32412591	rs1051336	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32412565	rs1131541	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32411375	rs2239805	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32411306	rs2239806	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32410209	rs3129884	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32410214	rs3129885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial			rs3129887			rs3129887	1.0	1.0
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity (peptide co-occurrence module 21: plant thionins)	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32412808	rs1041885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32412591	rs1051336	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32412565	rs1131541	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32411375	rs2239805	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32411306	rs2239806	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32410209	rs3129884	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32410214	rs3129885	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial			rs3129887			rs3129887	1.0	1.0
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32415425	rs3135386	6	32410690	rs3129887	0.902334	0.944376
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32408841	rs3135393	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32411970	rs532328824	6	32410690	rs3129887	0.960639	0.968237
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32409059	rs6925852	6	32410690	rs3129887	0.97638	1.0
rs3129887	Seropositivity for triticum aestivum (common wheat) peptide (twist_14325)	HLA-DRB5	spatial	6	32406610	rs9268636	6	32410690	rs3129887	0.97638	1.0
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32590623	rs2395225	6	32595595	rs9271880	0.917228	0.984738
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32594198	rs35130701	6	32595595	rs9271880	0.916937	0.955061
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32591681	rs4959029	6	32595595	rs9271880	0.933164	0.989613
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32594072	rs72848204	6	32595595	rs9271880	0.913717	0.940505
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32591751	rs9271618	6	32595595	rs9271880	0.932371	0.984891
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32591913	rs9271623	6	32595595	rs9271880	0.932371	0.984891
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32591988	rs9271630	6	32595595	rs9271880	0.930181	0.98487
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32592709	rs9271667	6	32595595	rs9271880	0.928416	0.989869
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32592952	rs9271684	6	32595595	rs9271880	0.905256	0.91188
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593050	rs9271694	6	32595595	rs9271880	0.930181	0.98487
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593279	rs9271703	6	32595595	rs9271880	0.926525	0.965048
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593316	rs9271704	6	32595595	rs9271880	0.912442	0.916891
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593320	rs9271705	6	32595595	rs9271880	0.912442	0.916891
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593385	rs9271708	6	32595595	rs9271880	0.914976	0.921671
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32593391	rs9271709	6	32595595	rs9271880	0.914976	0.921671
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial			rs9271880			rs9271880	1.0	1.0
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32595678	rs9271887	6	32595595	rs9271880	0.94633	0.994978
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32595873	rs9271894	6	32595595	rs9271880	0.946674	1.0
rs9271880	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32596012	rs9271900	6	32595595	rs9271880	0.945415	0.980084
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32590623	rs2395225	6	32595595	rs9271880	0.917228	0.984738
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32594198	rs35130701	6	32595595	rs9271880	0.916937	0.955061
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32591681	rs4959029	6	32595595	rs9271880	0.933164	0.989613
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32594072	rs72848204	6	32595595	rs9271880	0.913717	0.940505
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32591751	rs9271618	6	32595595	rs9271880	0.932371	0.984891
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32591913	rs9271623	6	32595595	rs9271880	0.932371	0.984891
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32591988	rs9271630	6	32595595	rs9271880	0.930181	0.98487
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32592709	rs9271667	6	32595595	rs9271880	0.928416	0.989869
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32592952	rs9271684	6	32595595	rs9271880	0.905256	0.91188
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593050	rs9271694	6	32595595	rs9271880	0.930181	0.98487
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593279	rs9271703	6	32595595	rs9271880	0.926525	0.965048
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593316	rs9271704	6	32595595	rs9271880	0.912442	0.916891
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593320	rs9271705	6	32595595	rs9271880	0.912442	0.916891
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593385	rs9271708	6	32595595	rs9271880	0.914976	0.921671
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32593391	rs9271709	6	32595595	rs9271880	0.914976	0.921671
rs9271880	Waist-hip index	HLA-DRB5	spatial			rs9271880			rs9271880	1.0	1.0
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32595678	rs9271887	6	32595595	rs9271880	0.94633	0.994978
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32595873	rs9271894	6	32595595	rs9271880	0.946674	1.0
rs9271880	Waist-hip index	HLA-DRB5	spatial	6	32596012	rs9271900	6	32595595	rs9271880	0.945415	0.980084
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722134	rs10807112	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722185	rs10807113	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32718386	rs10947340	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32720779	rs10947342	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32717945	rs11759565	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723622	rs12200954	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32720178	rs13194943	6	32721420	rs2077046	0.996015	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial			rs2077046			rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32720110	rs2227134	6	32721420	rs2077046	0.954255	0.975473
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32720132	rs28415071	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32724311	rs3213488	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32724257	rs3213490	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32717701	rs4285314	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32717548	rs4351241	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723210	rs5001627	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723195	rs5001628	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723135	rs5001629	6	32721420	rs2077046	0.998006	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723128	rs5001630	6	32721420	rs2077046	0.998006	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723108	rs5001631	6	32721420	rs2077046	0.996017	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722948	rs5001634	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722930	rs5001635	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32719363	rs5014419	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32718817	rs5016066	6	32721420	rs2077046	0.998006	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32719067	rs5016067	6	32721420	rs2077046	0.992051	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32724142	rs6457646	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722830	rs6913646	6	32721420	rs2077046	0.994032	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722531	rs6918223	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32722766	rs6934041	6	32721420	rs2077046	0.996015	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32720918	rs7450940	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32721042	rs7450989	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723916	rs7756516	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723485	rs7769959	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723517	rs7769974	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723571	rs7769979	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723340	rs7770024	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723378	rs7770045	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32721947	rs7774435	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32721960	rs7774443	6	32721420	rs2077046	1.0	1.0
rs2077046	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32723868	rs7774452	6	32721420	rs2077046	1.0	1.0
rs9276601	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32730834	rs9276584	6	32734303	rs9276601	0.895267	1.0
rs9276601	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32731312	rs9276585	6	32734303	rs9276601	0.895267	1.0
rs9276601	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial	6	32737256	rs9276607	6	32734303	rs9276601	0.895267	1.0
rs2008560	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial			rs2008560			rs2008560	1.0	1.0
rs2008560	A body shape index	HLA-DOB	spatial			rs2008560			rs2008560	1.0	1.0
rs2008560	Waist-hip index	HLA-DOB	spatial			rs2008560			rs2008560	1.0	1.0
rs28724893	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial	6	32743396	rs149270372	6	32744439	rs28724893	0.950982	1.0
rs28724893	Waist-to-hip ratio adjusted for BMI	HLA-DOB	spatial			rs28724893			rs28724893	1.0	1.0
rs28724893	Hip circumference adjusted for BMI	HLA-DOB	spatial	6	32743396	rs149270372	6	32744439	rs28724893	0.950982	1.0
rs28724893	Hip circumference adjusted for BMI	HLA-DOB	spatial			rs28724893			rs28724893	1.0	1.0
rs28724893	Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_237201)	HLA-DOB	spatial	6	32743396	rs149270372	6	32744439	rs28724893	0.950982	1.0
rs28724893	Seropositivity for staphylococcus aureus subsp. aureus MW2 peptide (agilent_237201)	HLA-DOB	spatial			rs28724893			rs28724893	1.0	1.0
rs3130968	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31066632	rs144846110	6	31065070	rs3130968	0.922435	1.0
rs3130968	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31066626	rs201376697	6	31065070	rs3130968	0.922435	1.0
rs3130968	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31060218	rs2535296	6	31065070	rs3130968	0.909119	1.0
rs3130968	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31061560	rs3094087	6	31065070	rs3130968	0.99463	1.0
rs3130968	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs3130968			rs3130968	1.0	1.0
rs3130968	A body shape index	HLA-C	spatial	6	31066632	rs144846110	6	31065070	rs3130968	0.922435	1.0
rs3130968	A body shape index	HLA-C	spatial	6	31066626	rs201376697	6	31065070	rs3130968	0.922435	1.0
rs3130968	A body shape index	HLA-C	spatial	6	31060218	rs2535296	6	31065070	rs3130968	0.909119	1.0
rs3130968	A body shape index	HLA-C	spatial	6	31061560	rs3094087	6	31065070	rs3130968	0.99463	1.0
rs3130968	A body shape index	HLA-C	spatial			rs3130968			rs3130968	1.0	1.0
rs3130968	Waist-hip index	HLA-C	spatial	6	31066632	rs144846110	6	31065070	rs3130968	0.922435	1.0
rs3130968	Waist-hip index	HLA-C	spatial	6	31066626	rs201376697	6	31065070	rs3130968	0.922435	1.0
rs3130968	Waist-hip index	HLA-C	spatial	6	31060218	rs2535296	6	31065070	rs3130968	0.909119	1.0
rs3130968	Waist-hip index	HLA-C	spatial	6	31061560	rs3094087	6	31065070	rs3130968	0.99463	1.0
rs3130968	Waist-hip index	HLA-C	spatial			rs3130968			rs3130968	1.0	1.0
rs3130968	Sarcoidosis	HLA-C	spatial	6	31066632	rs144846110	6	31065070	rs3130968	0.922435	1.0
rs3130968	Sarcoidosis	HLA-C	spatial	6	31066626	rs201376697	6	31065070	rs3130968	0.922435	1.0
rs3130968	Sarcoidosis	HLA-C	spatial	6	31060218	rs2535296	6	31065070	rs3130968	0.909119	1.0
rs3130968	Sarcoidosis	HLA-C	spatial	6	31061560	rs3094087	6	31065070	rs3130968	0.99463	1.0
rs3130968	Sarcoidosis	HLA-C	spatial			rs3130968			rs3130968	1.0	1.0
rs1634729	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs1634729			rs1634729	1.0	1.0
rs1634729	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial			rs1634729			rs1634729	1.0	1.0
rs1634729	Waist-hip index	HLA-C	spatial			rs1634729			rs1634729	1.0	1.0
rs1634729	Waist-hip index	HLA-DRB5	spatial			rs1634729			rs1634729	1.0	1.0
rs9265830	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs9265830			rs9265830	1.0	1.0
rs9265830	A body shape index	HLA-C	spatial			rs9265830			rs9265830	1.0	1.0
rs9265830	Waist-hip index	HLA-C	spatial			rs9265830			rs9265830	1.0	1.0
rs4248153	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs4248153			rs4248153	1.0	1.0
rs4248153	Hip circumference adjusted for BMI	HLA-C	spatial			rs4248153			rs4248153	1.0	1.0
rs4248153	Waist-hip index	HLA-C	spatial			rs4248153			rs4248153	1.0	1.0
rs3130559	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31093946	rs3094196	6	31097300	rs3130559	0.904845	0.946725
rs3130559	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs3130559			rs3130559	1.0	1.0
rs3095304	Waist-to-hip ratio adjusted for BMI	HLA-DRB5	spatial			rs3095304			rs3095304	1.0	1.0
rs1265051	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31080732	rs4486065	6	31080703	rs1265051	0.903341	1.0
rs1265051	Waist-hip index	HLA-C	spatial	6	31080732	rs4486065	6	31080703	rs1265051	0.903341	1.0
rs1265048	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs1265048			rs1265048	1.0	1.0
rs1265048	Hip circumference adjusted for BMI	HLA-C	spatial			rs1265048			rs1265048	1.0	1.0
rs1265048	A body shape index	HLA-C	spatial			rs1265048			rs1265048	1.0	1.0
rs3094204	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs3094204			rs3094204	1.0	1.0
rs3094204	A body shape index	HLA-C	spatial			rs3094204			rs3094204	1.0	1.0
rs3094204	Waist-hip index	HLA-C	spatial			rs3094204			rs3094204	1.0	1.0
rs1265093	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs1265093			rs1265093	1.0	1.0
rs1265093	Hip circumference adjusted for BMI	HLA-C	spatial			rs1265093			rs1265093	1.0	1.0
rs1265093	Waist-hip index	HLA-C	spatial			rs1265093			rs1265093	1.0	1.0
rs1265108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs1265108			rs1265108	1.0	1.0
rs1265108	Hip circumference adjusted for BMI	HLA-C	spatial			rs1265108			rs1265108	1.0	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31230799	rs2245822	6	31232450	rs2524108	0.939393	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31228213	rs2428535	6	31232450	rs2524108	0.949946	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial			rs2524108			rs2524108	1.0	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31231783	rs2524111	6	31232450	rs2524108	0.939393	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31231175	rs2524116	6	31232450	rs2524108	0.939393	1.0
rs2524108	Waist-to-hip ratio adjusted for BMI	HLA-C	spatial	6	31228859	rs2524122	6	31232450	rs2524108	0.949946	1.0
